,work_id,user_id,title,rating,summary,language,words,comments,kudos,bookmarks,hits,completed,chapters_written,chapters_total,datetime_updated
565,work_1210501,user-104018,All Must Draw Near,Mature,"Harry doesn't have time for rumours; he has a shop to run. Which is just as well, really.",English,61080,604,7142,1927,150809,True,25,25,2014-02-20
566,work_23363293,user-4826572,For Want of a Jumper,Teen And Up Audiences,"The day after that was Herbology, and Theo was involuntarily treated to the sight of Malfoy herding Granger to an alcove, and carefully wrapping her up in his scarf until she was buried from her shoulders to the tips of her ears in green and silver.",English,1369,136,7127,1006,109995,True,1,1,2020-04-03
567,work_15753381,user-3646539,Unexpected Consequences,Mature,The Ministry letter after the Dementor attack has far greater consequences than everybody could have anticipated and at the start of his fifth year in Hogwarts Harry has to be sorted again. And this time there is no negotiating with the Sorting Hat.,English,52025,783,7111,2417,143726,False,11,,2021-09-20
568,work_18112328,user-4519314,A Hand Like Sunshine,Teen And Up Audiences,Nagini has been acting suspiciously. Lord Voldemort is just there to make sure she's okay. He has absolutely no interest in Harry Potter. Really.,English,6668,225,7110,1041,72800,True,4,4,2019-04-28
569,work_6894757,user-249261,"THERMOS!, or, How a Muggle-Born Brought a New Age of Spell-Making to Hogwarts (Entirely by Accident)",General Audiences,Muggle-born witch Phoebe McDevitt just wanted her tea to stay warm during class. She didn't expect to accidentally start a spell-making craze among her classmates.,English,3018,235,7108,1205,68220,True,1,1,2016-05-18
570,work_261823,user-23501,Cunning and Ambition - Book One,Teen And Up Audiences,Harry Potter has found out he’s a wizard and is on his way Hogwarts. He is found by a boy on the train. Who knew one simple sentence and one simple gesture could change history? A Slytherin!Harry AU,English,50017,327,7103,828,298203,True,16,16,2011-10-07
571,work_2039154,user-211835,At the Crossroads There We’ll Meet,Explicit,Potter keeps dying; Draco keeps saving him.,English,24508,268,7097,1536,93263,True,1,1,2014-07-28
572,work_3124859,user-3628,The Courtship of Harry Potter,Explicit,Another teacher's interest in Harry Potter forces a reluctant Snape to compete for the young man affections.,English,37134,537,7092,2005,129237,True,18,18,2016-06-24
573,work_9369701,user-148079,Candy,Mature,"
  It was only after careful consideration that Draco came to the wildly preposterous conclusion that he and Potter were actually friends.
",English,5858,178,7090,950,64925,True,1,1,2017-01-17
574,work_21576979,user-2729198,The Best of Me,Mature,"Officially, Hermione Granger was killed in action during the Battle of Hogwarts. Unofficially, Draco Malfoy has never stopped searching for her. Years after the war during a mission in France, his salvation comes in the form of a little blond boy and a familiar half-Kneazle.",English,81752,1520,7072,2276,186942,True,21,21,2020-03-24
575,work_14976980,user-44464,Of Bookshelves and Baby Carriers,Teen And Up Audiences,"The customer standing in front of him is quite possibly the most beautiful man Remus has ever seen. Like, he looks like a model or something. He has long, black hair, flattened by water, and just the slightest amount of scruff on his face, and…",English,11809,497,7063,1238,65604,True,5,5,2019-01-27
576,work_5328212,user-192660,All Roads Lead Home,General Audiences,Draco is strong-armed into spending the first Christmas after the War with the Weasleys. And Harry Potter.,English,14981,240,7063,1622,74844,True,1,1,2015-12-01
577,work_1019294,user-225147,Emancipation,Explicit,"What are dependents left to do when betrayed by those they trusted most, but to find a way to become masters in their own right. Set after Department of Mysteries fiasco in Order of the Phoenix.",English,133741,510,7060,2168,229919,True,43,43,2013-10-26
578,work_15356202,user-4353072,Say My Name,Explicit,"Harry witnesses something unexpected in the 8th year boys' showers and starts to see Draco Malfoy in a whole new light. The question is now, what is he going to do about it?",English,199135,1826,7050,1913,198906,True,21,21,2018-09-26
579,work_13145238,user-1554475,"This Christmas, I Give You My Everything",Explicit,"
  “I didn’t mean to imply that I wouldn’t risk it for you.”
",English,5915,272,7040,1171,84236,True,1,1,2017-12-25
580,work_14462256,user-223228,You Get What You Give,Explicit,"Karma is real. It's a lesson that many have to learn the hard way. James and Lily Potter made the biggest mistake of their lives. The daughter they abandoned was more than they thought, and she becomes everything they wanted her twin to be. Belladonna Potter has her own plans for her future and no one will stand in her way. Hard work forever pays. ",English,459514,2268,7039,2320,249820,False,53,,2019-06-07
581,work_17241749,user-1937287,Breathe (Don't Falter),Teen And Up Audiences,"A child displaced by powers she cannot control, Jasmine Potter must learn to adapt to a strange life in an even stranger land.",English,226070,2738,7029,2456,229157,False,56,,2021-12-24
582,work_9323225,user-700856,The Meaning of Mistletoe,Mature,"“Just… tell me. Tell me what is going on, Snape.”What was going on was that Severus Snape had no trouble tracking down one Petunia Evans, now Dursley, to a little town in Surrey where he saw how exactly she was treating her nephew. Which somehow led to last night and Severus knocking on Lupin’s door with a toddler half-asleep in his arms.",English,30708,798,7029,1044,116499,True,3,3,2017-01-28
583,work_10607157,user-1015526,Charred Paws and Heavy Coils,Explicit,The summer after her fourth year is the worst one yet and Harry knows with grim certainty that her Uncle is going to kill her before she can even reach her fifteenth birthday. So she leaves. Finds herself by the edge of an forest - knows that no one is going to look for her out there.,English,73953,1103,7026,2916,111795,False,14,,2018-12-06
584,work_21374605,user-35202,The Dragon-Headed Door,Teen And Up Audiences,"The second half of goblin-raised Harry’s second year and the first half of his third year at Hogwarts. Featuring cursed diaries, humans who don’t take a hint, starving dogs, and werewolves who for some reason want to keep it a secret. Oh, and what’s probably the beginning of the next goblin rebellion.",English,10701,339,7006,392,48762,True,2,2,2019-11-11
585,work_100613,user-2089,Ardent Bonds,Explicit,"Maybe it was wrong to think about this, maybe it was horrible to even consider, but if Draco Malfoy liked to dominate, she couldn't stop herself from picturing it. Picturing him.",English,16741,196,7003,1687,409417,True,1,1,2010-07-16
586,work_14910791,user-118388,Not a lie at all,Teen And Up Audiences,Harry thought it was rather odd how few lies he actually told. You would think a wizard living in the middle of muggle New York would lie his arse off. But he didn’t think he’d once lied while explaining something magical to a muggle. Sure most of the time he came off as a complete and utter prick. It was also hilarious because no one ever believed him. He was a regular Luna Lovegood!,English,21869,685,7002,2088,94183,False,10,,2019-01-04
587,work_4400630,user-211835,"The Four Ds of Apparition (or: Destination, Determination, Deliberation, and Dicks)",Explicit,"After transferring to the Apparition Department, Harry's life becomes one big dick joke. And all his friends are arseholes. So is Malfoy, but what else is new? AKA Harry Potter and the eighteen twenty dicks.",English,36638,940,7002,2018,112678,True,1,1,2015-07-26
588,work_20069950,user-1471271,Deliberate,Teen And Up Audiences,Harry by now should know better than to touch things that he'd been assured were harmless.,English,73383,743,6997,1604,142623,True,15,15,2019-08-30
589,work_14539968,user-3861138,The Library of Alexandria,Explicit,"The Library of Alexandria is not for just any witch or wizard. Many bookworms may try but few are permitted to pass through its doors. The books residing there are ancient and powerful and, if one happens to make a mistake, the consequences can be rather—novel.",English,26382,346,6991,1802,124717,True,6,6,2018-09-04
590,work_1110284,user-6004,Tense,Explicit,"Harry and Draco have sex. Very, very slowly. Seriously, this is, like, 3K of penetration.",English,2970,82,6982,965,119233,True,1,1,2013-12-30
591,work_1754293,user-439790,Of Lies and Deceit and Hidden Personas,Explicit,"Everything changes the summer of 5th year when a mere letter causes Harry's magic to react wildly and he finds out that Dumbledore has been controlling him and his friends a lot more than first thought. With the truth revealed to him, Harry shows everyone he isn't the Gryffindor Golden Boy everyone thinks he is and he isn't the only the one with masks.",English,556375,1533,6972,2749,415665,False,59,,2022-05-30
592,work_31265246,user-6757519,A Season For Setting Fires,Explicit,Torture smells like spring.,English,95640,3210,6968,2165,258494,True,31,31,2022-03-04
593,work_26775571,user-220929,Draco Malfoy and the Talon Brand,Mature,"A man is dead at Draco Malfoy's hands, and the consequences will reverberate for Sirius, for Harry, for the wizarding world entire, and, most of all, for Voldemort. It is not so easy, though, to forsake his parents and his old friends in Slytherin, as he is forced to choose what he will become and who he will leave behind. The only certainty left to Draco is his own power, which is becoming stronger and stranger and more and more dangerous. ",English,226164,3417,6966,498,180629,True,30,30,2020-11-29
594,work_472082,user-39078,to see you shift,Mature,"
  “How does it work? There has to be some mechanism behind it, surely. How does it work?”
",English,11873,213,6960,520,126957,True,1,1,2012-07-29
595,work_11789445,user-607035,Through the Looking Glass and What Draco Found There,Explicit,Draco discovers the Mirror of Erised is a portal and he enters an alternate reality where your deepest  desires come true.Or how Draco found himself in the world of his dreams and Potter had to come and ruin it.,English,17440,603,6958,1456,79491,True,2,2,2019-04-13
596,work_20711507,user-3861138,Anthology,Mature,Assorted prompted ficlets of varying lengths. All Dramione.Ratings and any relevant warnings are listed in the chapter summary of the particular ficlet.,English,32078,1143,6940,631,171495,True,28,28,2022-10-26
597,work_7044220,user-2116084,A Beautiful Lie,Teen And Up Audiences,Harry receives his letter while the Dursley's are on vacation. Harry takes it upon himself to find out if the letters he receives are true or if someone is playing a massive joke on him. What happens when he journey's to Diagon Alley alone? What happens when he finally gets to school? Will he finally fit in? Will he finally escape the abuse?,English,65840,1588,6936,2258,152877,False,14,,2021-11-07
598,work_1114766,user-248160,Burning the Ground,Explicit,"
  ""Strap him down,"" someone said, and Harry felt the rage thicken inside him -- the viscous fear.
",English,10256,184,6931,1287,135531,True,1,1,2013-09-25
599,work_2577650,user-57438,(The Piece) I was Missing All Along,Explicit,"Draco and Harry have been flatmates and best friends for years, and Draco thinks life is just perfect that way. But when something comes along and threatens to take all that away, Draco has to decide what it is he really wants, and just how hard he's going to work to get it.",English,30778,387,6930,1677,112716,True,1,1,2014-12-01
600,work_7292944,user-1065570,Boredom and Secrets,Mature,"A very bored Harry Potter starts writing to the Dark Lord over the summer after his fifth year at Hogwarts. An equally bored Voldemort decides to write back. And thus, a summer of secrets is born, and the enemy named boredom is fended off.",English,41379,2653,6929,1421,136505,False,57,,2021-12-02
601,work_7869079,user-2406442,Blends,Mature,"Words got in the way sometimes, but Remus got the sense Sirius knew what he was trying to say.",English,187656,1500,6924,2453,257300,True,22,22,2016-10-27
602,work_4666485,user-98313,Ghostly Request,Mature,"Getting told off by one of your most famous victims is one thing, discovering that you are suddenly in charge of her abused son is quite another. Especially when you discover that one of your most loyal servants is bound to protect him because he is bound to protect and serve you... now how did that happen?",English,32465,510,6913,1548,158553,True,14,14,2017-03-16
603,work_16756768,user-35202,Fruit of the Golden Tree,Teen And Up Audiences,"Thanks to the desperate actions of his wife, Fleamont Potter survived his dragonpox. Now he finds himself awake again in a world where all the members of his family are supposedly dead—except that the Potter family tree tells him that his grandson lives yet. Fleamont sets out on a search for his grandson, and then a quest to keep him safe once he’s found him.",English,11884,383,6911,1127,68159,True,3,3,2018-11-29
604,work_26134510,user-3861138,A Thing With[out] Feathers,Explicit,"Hermione is determined to have her cake and eat it too. Since arriving at the Ministry, she’s been on an unswerving path to the top. When a workplace accident leaves her with Veela wings attached to her back, her plans are derailed. Why is this happening to her? And why is Draco so interested?",English,18253,587,6910,1325,126094,True,5,5,2020-10-18
605,work_22232683,user-6380830,The Binding,Explicit,"“Okay, what we know so far.” Hermione listed, ""One, our magic is drawing us together. Two, we can use each other’s wands. Three, there were actual sparks when you touched me.""",English,175451,2108,6903,2679,318773,True,35,35,2020-07-19
606,work_22144981,user-51893,"The Same, But Different",Mature,"Harry spends the whole summer before fourth year feeling restless. He chalks it up to the weird dreams he's been having, assuming Voldemort is responsible. And for some dreams, that's true - but what about the other ones? The ones that feel... familiar?",English,90582,563,6901,2378,104590,True,25,25,2020-04-03
607,work_14139486,user-9,Harry Potter and the Center of the Maze,Not Rated,"It is Harry Potter's fourth year at Hogwarts School of Witchcraft and Wizardry. With international politics, someone out to kill Jules Potter, the Boy Who Lived, and Slytherin House's internal drama, this year seems pretty standard. ",English,215633,2099,6899,583,192084,True,22,22,2018-08-15
608,work_23815003,user-4550762,Everything Black,Teen And Up Audiences,"If you had a chance to do it over again, make things better, would you take it?",English,66319,870,6877,1673,177229,True,18,18,2022-06-09
609,work_7637125,user-937673,"Shake it, Bake it, Brew it",Explicit,"Between trauma after being attacked by Quirrell, harsh comments from Snape and being told he has to go back to the Durselys, Harry has had enough. This summer he starts kicking back and watches as Dumbledore’s carefully laid plans for him crumble",English,139774,818,6875,2100,188094,True,32,32,2019-05-10
610,work_563690,user-61262,Of Cinema and Sticky Notes,Explicit,"Remus Lupin is the office bore. Sirius Black is the office sweetheart. They fancy each other, on a purely aesthetic level.",English,12452,144,6872,1048,92427,True,3,3,2012-11-15
611,work_7635253,user-2292841,Just The Two Of Us,General Audiences,Harry finally meets his soulmate. Except his soulmate has been given a heavy dose of morphine and has no idea that his drugged-up rambling includes the words that change Harry's life forever.,English,3492,53,6869,577,75885,True,1,1,2016-07-31
612,work_34080241,user-2932920,Born from Chaos,Teen And Up Audiences,"After surviving his life up to his eighteenth birthday, Harry wasn't really surprised when he got a letter that told him his biological father was Tony Stark. ",English,178371,2792,6867,2010,249743,False,41,,2022-11-18
613,work_19797934,user-975713,"All I Have, All I Need",Teen And Up Audiences,"For as long as Harry Potter could remember, he had only ever really needed—and wanted and longed for—one thing.",English,73744,969,6857,2706,122206,False,21,,2021-12-25
614,work_39607896,user-6757519,Season Pass (To This Ass),Explicit,“What do you mean you didn’t get me a ticket?”,English,16390,710,6856,1456,99750,True,6,6,2022-07-16
615,work_13595859,user-248160,Ten Thousand Reasons Why Not,Explicit,"Harry and Draco are stand-ins for the usual witch who gives the workplace harassment and sexual consent talk to the Auror trainees. Or, a little tale in which Harry consents to be sexually harassed by Draco Malfoy.",English,8449,356,6841,1132,57962,True,1,1,2018-04-12
616,work_7297006,user-223228,The Consort Tournament,Explicit,"The Dark Lord wanted a consort and had decided to host a competition that involved nearly everyone in Britain. If they thought they were good enough, they could enter to compete in a certain amount of tasks set by the Lord of the lands himself. Only the victor would have the skills necessary to become Voldemort's consort. ",English,175920,1583,6840,2099,197557,False,29,,2019-11-18
617,work_15970295,user-17892,Growing Old With You,Teen And Up Audiences,"A chance meeting between a Hogwarts student and the Minister for Magic spirals into a love story that the tabloids adore, while those involved are just trying to figure out how they actually fit together.",English,28071,153,6836,1611,81841,True,3,3,2018-09-16
618,work_28146954,user-9195942,Padfoot And Hound,Teen And Up Audiences,"A day after the Kyuubi-attack, the ANBU Hound wakes up in 1993's England, where he finds a half-starved dog at the coast. It's Padfoot's lucky day.",English,338442,4021,6828,1560,270000,False,71,,2022-11-06
619,work_9061720,user-1623749,The Dead Master,Mature,"Dumbledore’s schemes took everything from him, including the man he loved, but now Harry has devised a means with which to travel back in time to his younger body before he started Hogwarts. He’s going to get another chance at his life, and this time Dumbledore won’t be getting in his way.",English,91968,1149,6817,2330,111457,False,8,,2019-01-15
620,work_209494,user-17892,Xerosis,Teen And Up Audiences,Harry's world ends at the hands of those he'd once fought to save. An adult-Harry goes back to his younger self fic. Semi-super!Harry,English,133772,378,6817,2786,215552,True,11,11,2011-09-29
621,work_31787320,user-4588271,Love from Scars,Teen And Up Audiences,Harry overhears a man ranting about child soldiers in a bar and gets attached. Shouta gets to brag about his children (students) and gets curious. And maybe a bit possessive. ,English,20184,596,6816,2248,63726,True,6,6,2021-07-16
622,work_13252479,user-3684939,occulta proditione,Mature,"Harry was betrayed by the very people he used to call family. The minute he was killed,                                     he assumed he would finally get to see his mother and father in the afterlife. He didn't know that he would somehow appear in the past, in his fourth year, heartbroken by the people he used to trust and revenge in his heart. ",English,62349,314,6815,1586,201773,False,19,,2022-08-24
623,work_3848911,user-876227,Tease,Explicit,Alpha Harry Potter is Lord of the House of Black and Savior of the Wizarding World. Few things make him lose control.,English,1875,42,6815,790,119114,True,1,1,2015-04-30
624,work_385545,user-43319,Unexpected Developments,Mature,"After different events in The Department of Mysteries Harry gets some shocking news. His whole life is about to change course, and Lucius Malfoy gets a second chance to love.",English,97115,558,6797,2044,238202,True,21,21,2018-12-24
625,work_16988139,user-3380220,Power and Control,Teen And Up Audiences,"“Mr. Riddle,” Potter said softly. “I’m surprised you know who I am.”",English,5576,156,6793,823,67047,True,1,1,2018-12-15
626,work_12829314,user-2966139,Do I Wanna Know?,Teen And Up Audiences,"When the Marauders return for their 6th year at Hogwarts, Sirius isn't the only one to notice that Remus got, well… hot over the summer. He is, however, the one to come up with the perfect solution. That is, until a certain James Potter and Lily Evans decide to put aside their differences in the interest of some combined mischief.",English,25076,338,6793,1245,95377,True,9,9,2018-01-23
627,work_19275442,user-5191952,Harry Potter and the Reluctant Rebirth,Teen And Up Audiences,"When someone dies, they lose their memory and are reborn as someone else. That's how it should be.",English,72060,486,6787,1059,170643,True,14,14,2019-09-24
628,work_1953717,user-276513,What I thought,Explicit,Draco thought they were in a relationship. Harry thought it was just sex.,English,7826,259,6781,1211,114745,True,1,1,2014-07-15
629,work_496883,user-4316,Pocket Full Of Starlight (Never Let It Fade Away),Explicit,"When Scorpius Malfoy and Jamie Potter meet at Quidditch camp, they take an instant dislike to each other. Then they discover their lives are more connected than they could possibly imagine.",English,46315,221,6774,1920,104518,True,1,1,2012-08-27
630,work_12708852,user-9,Harry Potter and the Monster of Slytherin,General Audiences,"Harry's second year at Hogwarts School of Witchcraft and Wizardry is already looking to be more complicated than the first. He has a place in Slytherin House, but it's by no means secure; he's still feuding with his father and his twin brother; he still has a problem with trusting authority. ",English,101251,553,6752,574,135715,True,10,10,2017-12-25
631,work_5059648,user-1058121,It starts with Harry's eyes,Mature,Another of those time travel stories to save Sirius (in more than one way) and for Harry to have some more emotional chaos. Some creature stuff thrown in. Love the clichés and maybe create some new.,English,396424,4032,6744,1682,294692,False,137,,2020-04-08
632,work_9614855,user-2512084,Relief from Nightmares,Mature,When Harry's nightmares get to much he finds solace in the most unexpected of places...,English,302770,3309,6736,2473,248888,False,41,,2019-04-01
633,work_9344273,user-287005,the brightest witch of her age,General Audiences,When Hermione Jean Granger was one year old her parents died in a car crash. She knew all about it because she asked a lot of questions and her aunt and uncle believed in answering them.,English,22252,384,6735,945,83899,True,1,1,2017-01-16
634,work_33656908,user-4703828,Qiong Ding's Littlest Shidi,Teen And Up Audiences,"
  “What would you like?” Death/Life asked thoughtfully, their voice familiar and unfamiliar and a thousand different cadences all at once. They sounded like his Mother. Like Hermione. Like Ron. Like Professor Dumbledore. Like Stan Shunpike. Like Hagrid. Like the welcome witch at St Mungos.“I would like a family,” he decided absently. “I would like to be loved.”“I can do that,” Death/Life said, a smile in their voices.
",English,167156,3227,6734,2023,218051,False,33,,2022-02-22
635,work_319472,user-31607,Necessary Supplies,Explicit,"In which James is a menace, there is a problem with the plan, and a misunderstanding results in awkwardness and boyfumbling.",English,4259,54,6729,765,81258,True,1,1,2008-04-07
636,work_16889169,user-35202,Sirius Black Is Sick of Your Parenting Advice,Teen And Up Audiences,"Sirius chose to raise Harry instead of taking off after Peter. He just really, really wishes that people would stop telling him how to raise Harry.",English,3881,123,6727,1294,48926,True,1,1,2018-12-07
637,work_2240022,user-537957,Hard To Find,Mature,"The air conditioning is already broken, Sirius's back has been effectively glued to the leather seat via sweat, and this road-trip may have been a Very Bad Idea.",English,12820,159,6725,1383,78824,True,6,6,2014-12-08
638,work_643932,user-9203,A Young Radical's Guide to Love,Teen And Up Audiences,"Memories of the war are still fresh, which is all the excuse Decent People need to do appalling things.  In this quietly waged conflict, Draco Malfoy is happy to be on the right side of things for once, and even happier to find he’s not alone.",English,66047,351,6721,2150,119189,True,5,5,2013-01-18
639,work_24970723,user-7775188,Appetence,Explicit,"Appetence: defined as an attraction, a natural affinity, or an instinctive desire. In other words, it's a cosmic sort of bond that clouds the mind until all thought is consumed by that singular point of infatuation. ",English,404841,2882,6718,1650,305181,False,66,,2022-02-14
640,work_3513911,user-926255,In His Nature,Mature,"Harry agreed to have sex with Draco once a month in order to keep him alive, what he didn’t agree to was Draco popping up all over the place and disrupting his life in more ways than one.",English,20585,113,6714,1193,102773,True,1,1,2015-04-03
641,work_8628124,user-35202,Bonded Consort,Mature,"Nineteen years ago, the Potters betrothed their firstborn child to the firstborn Malfoy child. Eighteen years ago, Voldemort was defeated for good. Seventeen years ago, the Potters changed the contract so that their secondborn child was substituted for their firstborn. Now, Draco Malfoy is trying to work out what happened.",English,89650,1120,6712,1657,120473,True,29,29,2017-07-26
642,work_6680296,user-1277106,Nest Of Love,Mature,"Harry comes into a surprised creature inheritance on the night of his 14th birthday. With it comes hope, love, and more family than he ever expected. His creature status changes everything, and secrets start to slip. His view on who he can trust is altered, and his eyes opened to the true meaning of the war. M/M, Multi/Harem, Creature, Sub Harry.",English,102259,2236,6711,1930,259543,False,38,,2018-12-04
643,work_28740780,user-748532,Fractured Fairytale,Mature,"Three years after he escaped from the nightmare forced upon him by the Gaunt wretch, Tom Riddle meets another witch.",English,113732,1418,6707,2594,152073,False,30,,2022-08-08
644,work_22134190,user-4335363,Spite and Normalcy,Teen And Up Audiences,"Here we arrive in a world where the Potters had two children rather than one, and Petunia's quest for normalcy didn't leave her married to Vernon Dursley. When Lavinia Potter is reluctantly sent to Petunia for the safety of her twin brother Oliver, the elder of the Evans sisters feels a connection to the rejected child, and her wish to one-up Lily returns in the form of raising her child to become the best she could be. Lavinia Potter comes to Hogwarts ready to take it by storm, with an aunt who loves her, a lifetime of preparation, the happiness to make it, and the guts to get it done.",English,140978,1083,6702,2274,171633,True,29,29,2022-05-23
645,work_11784060,user-1221814,The Contract,Teen And Up Audiences,What if Igor was more helpful? What if Harry had a way of stopping his entrance into the tournament?,English,38085,1089,6701,1690,186163,False,19,,2022-09-13
646,work_3198950,user-119867,Deus Ex Machina,Not Rated,"(Or - The Time MoD!Harry Got Fed Up and Dealt With Loki Himself, to the Consternation and Confusion of Everyone Else.) ",English,3249,87,6701,770,87587,True,2,2,2015-02-06
647,work_29030616,user-1061439,Serpent's Ascending,Explicit,"Harry was seven when he first met Voldemort. The Dark Lord was less than a wraith, but he could see the potential in Harry, a darkness that begged to be nourished. Now his mentor, Voldemort shows Harry the true beauty of the wizarding world and the finer workings of the Dark Arts. Will Hogwarts be ready for this changed Harry? Will the Wizarding World?",English,326008,2923,6695,1540,299109,True,73,73,2022-02-12
648,work_7809337,user-287005,the girl who lived,Not Rated,"Harriet Lily Potter was left on the doorstep of 4 Privet Drive. They called her ugly and gave her Dudley's hand-me-downs. They would tell people that she went to a boarding school for troubled young women. Dudley still offered to stick her head in toilets, and she still learned to snap back, ""Really, Duds? The poor toilet's never had anything as nasty as your head down it, it might hurt it,"" and run. ",English,8898,189,6687,839,72204,True,1,1,2016-08-20
649,work_960893,user-209368,A Shot in the Dark,General Audiences,There's something strange about the new Defense Against the Dark Arts professor and Harry is determined to figure out what it might be.  A sixth year AU.,English,2680,90,6687,848,61479,True,1,1,2013-09-09
650,work_10311317,user-607035,The Full Monty,Explicit,Harry poses for a naked Auror calendar and Draco goes batshit crazy with lust.,English,9860,344,6685,1203,90420,True,1,1,2017-03-15
651,work_3168581,user-784403,Your Name on My Heart,Teen And Up Audiences,Bearing the Dark Lord's soul mark on his chest certainly isn't easy when his family is firmly on the Light Side. HarryxVoldemort SLASH. Set in the Past.,English,155932,1540,6683,2248,211308,False,22,,2019-06-24
652,work_6058141,user-249365,such a softer sin,Teen And Up Audiences,"After Draco meets Harry Potter, he's left with two tattoos, one on each wrist.One for a soul mate, one for his enemy.He's never known any one else who has the same name on both wrists.",English,15784,120,6681,835,67379,True,1,1,2016-02-19
653,work_19322800,user-61639,Full of sibilance,Not Rated,“You’re such a freak!” The rotund boy’s words echo across the garden of the house they seem to potentially live at—or at least one of them does—and reach Crowley’s ears easily enough. They instantly make him narrow his eyes behind his sunglasses. “No wonder your parents died! Probably to get away from you!”,English,906,145,6680,339,48696,True,1,1,2019-06-22
654,work_401691,user-11434,Harry Potter and the Sentinel Phenomenon,Mature,"Everything changes the summer after fifth year. Draco refuses to take the Dark Mark and must deal with leaving behind the life, friends and family he's always known.The Dursley's abandon Harry alone in the woods for a week, triggering his Sentinel gifts and leaving him hurting and in need of a Guide. Can two rivals put aside five years worth of antagonism in order to work together to save Hogwarts and each other?",English,75115,244,6675,1536,152221,True,8,8,2012-05-10
655,work_14949759,user-17666,A Step to the Right,Mature,"When Harry saves Hermione's life, they find themselves in a different world and in the middle of another magical war - but at least they have each other.",English,64006,1187,6662,1963,128194,True,14,14,2019-03-24
656,work_824668,user-51007,Time to Eternity,Explicit,Malfoy has wings.,English,16683,85,6648,1036,106115,True,1,1,2013-05-31
657,work_949735,user-30746,Adagio,Mature,"Remus wonders if Sirius knows. For the first time, he thinks—maybe he doesn’t.",English,6522,157,6644,1407,72257,True,1,1,2013-09-01
658,work_10057286,user-2740502,When in Rome,Teen And Up Audiences,"COMPLETE. When Harry and Hermione inadvertently tumble half a century into the past, they find themselves in the same year as the notorious Head Boy, Tom Riddle. Both Harry and Hermione's courage will be tested when they are confronted by chances of romance from the most unexpected of places, and unlikely enemies hiding in the tallgrass.Lost in the past, they may well forget the way home.Not DH compliant.",English,164267,1991,6643,1563,190073,True,31,31,2018-04-01
659,work_2469818,user-104018,Chase the Wind,Teen And Up Audiences,"Draco is up to something, Harry has no filters, and Hermione knows everything. AU Hogwarts fluff with no excuses.",English,10533,152,6641,970,73842,True,1,1,2014-10-17
660,work_20362597,user-1299,there and back again,General Audiences,The summer after Draco’s first year at Hogwarts was perfectly lovely.,English,13015,521,6638,509,46034,True,7,7,2019-11-19
661,work_10901745,user-1554475,All the Sense in the World,Explicit,"He had absolutely no idea what was about to happen. Maybe Malfoy would kick him in the face. Maybe he’d scream loud enough that the whole school would rush in and see him lying there between Malfoy’s legs with his cock rock hard. Maybe he’d hex Harry’s rock hard cock off. Hell, maybe Harry’d wake in his own bed in a few minutes with a rock hard cock and would never again be able to look at Malfoy without sprouting an instant hard-on.",English,10805,372,6634,921,95300,True,1,1,2017-05-14
662,work_102928,user-2089,Seven for a Secret,Explicit,"Draco celebrated Beltane with a woman whose face he never saw. Eight years later, he meets a little boy whose face is a match for his.",English,21926,178,6632,1182,131391,True,1,1,2010-07-24
663,work_28864512,user-7980220,The Ordeal of Being Known,Mature,"When Auror Potter is anonymously cursed with silence by being forced to hide his own voice inside his mind, there's unfortunately only one person in the country with the qualifications to fix it: Certified and Licensed Healer Legilimens, Draco Malfoy, specialist in Mind Curses and Afflictions. It's obviously a terrible idea, a disaster waiting to happen, but Draco's never been able to back down from a challenge... especially from Potter. ",English,146637,1371,6629,2520,164952,True,14,14,2021-03-20
664,work_13546410,user-31788,The Emperor and the Star,Explicit,"NEWT-level Divination student Harry Potter bullshits his way through a major arcana reading, best friend of the year Tom Riddle offers a marriage of convenience with no ulterior motives at all, and the wizarding world's changing future is much less important than the seventh years' love lives.",English,16496,197,6626,1703,71482,True,3,3,2018-02-20
665,work_18462467,user-4333644,"Little Prince, Kneel",Explicit,"Almost immediately after the war, Harry Potter took his godson and Andromeda and left England behind. He returned five, nearly six, years later; changed, healed, and a very different man altogether. Now an extremely handsome bachelor in his late twenties, and with a promising career at the Ministry, he suddenly finds his life turned upside down after unexpectedly bumping into his former school nemesis, Draco Malfoy, Prosecutor Extraordinaire.",English,478044,3805,6621,1780,448677,True,75,75,2019-07-31
666,work_4340120,user-1303512,Time Turned Back,Teen And Up Audiences,"Broken and angry after losing Sirius fifth year, Harry recklessly puts himself in harms way, dragging Hermione along for the ride. Now they are stuck in another time with some all too familiar faces. Will the time with lost loved ones heal Harry or end up doing more damage?",English,182032,1080,6621,1838,196986,True,73,73,2016-12-14
667,work_2485286,user-215966,Haunted Jaded Eyes,Mature,"The wards around Privet Drive fall, and Harry is taken by Voldemort after the Dursley's are brutally murdered. Saving Remus Lupin from doing it himself when he realizes the extent of the abuse. Harry is rescued by Severus and returns to Hogwarts seemingly a different man. It's time Harry shed his mask and became who he was always meant to be - a Slytherin. One that just might be able to win the war. Harry finds the Founders Portraits - what awaits to be learned from the most powerful wizards and witches the magical world has ever known? This is Slash and SS/HP as well as MPREG and lets not forget Manipulative sort of perverted Dumbledore YOU'VE BEEN WARNED!.",English,271172,1390,6621,1960,248560,True,67,67,2020-10-02
